Metric A,Metric B,p-value,effect,interval_l,interval_r,significant
DLOC,NOS,6.622036117657155e-29,0.16259973015815202,0.13441741719830438,0.19051921577306022,1
DLOC,NUMPAR,1.1044007632094181e-52,0.25293340800364233,0.22163242933483016,0.28371369637249416,1
DLOC,TCLOC,9.041295113166512e-136,0.8935517826090889,0.8681517996278451,0.9142830850745082,1
DLOC,TLLOC,5.781711294156958e-27,0.1834170808272807,0.15054676887924331,0.2158823006309332,1
DLOC,TLOC,4.890430133958135e-57,0.4193747994750841,0.37299417647155164,0.46366477241086484,1
DLOC,TNOS,4.867660438204414e-29,0.1609466737202898,0.13311164194616987,0.1885280074318806,1
DLOC,WarningInfo,5.238572102512079e-26,0.20824735988966855,0.17038738581030977,0.24549339599452197,1
DLOC,Anti Pattern,3.238913527082793e-41,0.18778935429883284,0.16093193121199867,0.21436886735684435,1
DLOC,Complexity Metric Rules,8.706972457428288e-26,0.11984108599513132,0.09762827969792948,0.14193455242976508,1
DLOC,Coupling Metric Rules,0.00021425376931170751,0.012749685086953568,0.005999073654434413,0.01949913450506347,1
DLOC,Size Metric Rules,6.765736475958674e-23,0.2036383490434812,0.16394325916185665,0.24267503421320255,1
DLOC,HCPL,9.076672867995332e-23,0.12527778168949497,0.10046764233691238,0.14993221752553135,1
DLOC,HDIF,8.686837645238337e-31,0.13651561954357022,0.11354187542884023,0.15934345570295153,1
DLOC,HEFF,7.657262595256525e-19,0.0972854481894722,0.07587069674209428,0.11861049583192433,1
DLOC,HNDB,1.0325958946183885e-21,0.12010534011935328,0.09568628809425501,0.14437992027558996,1
DLOC,HPL,1.3906547228504208e-22,0.12845019131630786,0.10290941865686212,0.15382169770361626,1
DLOC,HPV,7.90878338870676e-25,0.13781372894065416,0.11180616048163507,0.16363263394755034,1
DLOC,HTRP,7.657259991957991e-19,0.09728544846188544,0.07587069704674446,0.11861049607211521,1
DLOC,HVOL,1.0328642975357765e-21,0.12010504446284166,0.09568598302160618,0.14437963428800993,1
LLOC,LOC,0.0,0.9665638463193521,0.9609698445817699,0.9713677936295239,1
LLOC,McCC,1.221034718600205e-198,0.7346165222368206,0.7051637197213356,0.7615385807465984,1
LLOC,NOI,4.99845356692529e-151,0.28926476000510937,0.2687055905918457,0.3095604869785277,1
LLOC,NOS,0.0,0.8920407888703552,0.876864500162136,0.9054408562759341,1
LLOC,NUMPAR,1.8278566146338245e-56,0.37396976629475304,0.33138094737246065,0.4150377134581689,1
LLOC,TCLOC,1.5604276331842722e-139,0.41958627728077813,0.3904529989380679,0.44788003419959355,1
LLOC,TLLOC,3.1543922900299656e-262,0.9967095305332492,0.9952725769545261,0.9977102071078767,1
LLOC,TLOC,0.0,0.9521717844093017,0.9454818264313524,0.9580585115232171,1
LLOC,TNOS,0.0,0.8782844476590097,0.8615272215486801,0.8931302243711908,1
LLOC,WarningInfo,7.15030001218398e-309,0.7331342331489856,0.7097431023313285,0.7549105445473941,1
LLOC,Anti Pattern,2.4453910460316076e-304,0.5939376149811206,0.5701806837472271,0.6167019950266599,1
LLOC,Complexity Metric Rules,5.950591870020243e-211,0.49201635516382836,0.46576904238350425,0.5173986946161443,1
LLOC,Coupling Metric Rules,9.216733717697936e-10,0.057771390943439145,0.039300612861729346,0.07620270184194179,1
LLOC,Size Metric Rules,4.716034171341198e-299,0.6862495924503916,0.661932581573052,0.7091236279557978,1
LLOC,HCPL,7.642210060703906e-203,0.5815289119171405,0.5524461189102894,0.6091975945526898,1
LLOC,HDIF,1.2891170383320938e-257,0.5307903371764204,0.50607987395542,0.5546301301370662,1
LLOC,HEFF,3.4716797644829746e-185,0.49065870161506364,0.46264141931314584,0.5176968864457303,1
LLOC,HNDB,6.154424836834408e-207,0.577901873788715,0.5491835219794132,0.6052569366596918,1
LLOC,HPL,1.6119219913677867e-216,0.6003820322288008,0.5719737007376703,0.6273518539648166,1
LLOC,HPV,1.6099509920159343e-221,0.5969543875476367,0.5689268436383368,0.6235968241596712,1
LLOC,HTRP,3.471666696414806e-185,0.4906587023760653,0.46264142017493276,0.5176968871104729,1
LLOC,HVOL,6.151609613327251e-207,0.5779017950629649,0.5491834589576741,0.6052568440398196,1
LOC,McCC,2.2277846940658712e-218,0.7242166713179964,0.6960058299585394,0.7501951326512218,1
LOC,NOI,1.653238613983005e-179,0.3038943458479806,0.2842281591901813,0.3233049133234679,1
LOC,NOS,0.0,0.87183217586089,0.8563113599571739,0.8857796369447797,1
LOC,NUMPAR,3.4622741309825575e-70,0.3903023906427378,0.35096631170732207,0.4282633645867098,1
LOC,TCLOC,8.32067625388583e-233,0.6502094849078779,0.6224510241614953,0.6763342046530504,1
LOC,TLLOC,0.0,0.9540437012074752,0.9473757641066416,0.9598841586845815,1
LOC,TLOC,5.47248589349682e-271,0.9974941308687229,0.9963658430808844,0.9982724250463533,1
LOC,TNOS,0.0,0.8602097325712754,0.8436934949711468,0.8750989987799719,1
LOC,WarningInfo,7.439972475953801e-303,0.7280123686241247,0.7042957233750361,0.7501057532189643,1
LOC,Anti Pattern,0.0,0.5865607366075548,0.5645640545414357,0.6077248283174611,1
LOC,Complexity Metric Rules,1.2776895466515729e-223,0.48847654948531,0.46311398753104926,0.5130397481293307,1
LOC,Coupling Metric Rules,7.732443056240396e-11,0.060737103378640016,0.04246570421173946,0.07896788942646346,1
LOC,Size Metric Rules,1.3282472952747776e-275,0.6807299964853915,0.6553312817135666,0.7045910849270102,1
LOC,HCPL,3.982281294829893e-206,0.5703698005511566,0.5417369320485583,0.5976804986171287,1
LOC,HDIF,4.1183513689459087e-252,0.5274848697956735,0.5025785656861045,0.5515163178668708,1
LOC,HEFF,3.7023963861582636e-188,0.47970383370541186,0.4523010851099235,0.5062017187430814,1
LOC,HNDB,1.76181084688157e-206,0.5641228014548609,0.5356424320516215,0.591321257928736,1
LOC,HPL,9.354049668775796e-217,0.5867177361488939,0.558529045109145,0.613552825985755,1
LOC,HPV,6.83659992359104e-222,0.5877106553117448,0.5598453700480336,0.6142481094635469,1
LOC,HTRP,3.7023826503377744e-188,0.4797038343969025,0.45230108589705414,0.5062017193431287,1
LOC,HVOL,1.762131043274106e-206,0.5641225688387337,0.5356421986782078,0.591321026979328,1
McCC,NOI,9.559734114372961e-178,0.28864945126016234,0.26976294897738734,0.3073139549360864,1
McCC,NOS,4.433429524915909e-282,0.8278237678336194,0.8064096304222821,0.8470697021882501,1
McCC,NUMPAR,3.8043953064506043e-91,0.2574944622041706,0.23353255202609605,0.2811438128365799,1
McCC,TCLOC,1.1523532793351803e-130,0.3936785570515685,0.3649727360310078,0.421636582853046,1
McCC,TLLOC,7.453634448480157e-193,0.722580623691727,0.6924337671114003,0.7502086874718755,1
McCC,TLOC,7.133198680622787e-210,0.7133483683952839,0.6843738656217129,0.7400734699290757,1
McCC,TNOS,2.750307226960328e-266,0.8104251564453148,0.7875075940138488,0.8311045732672605,1
McCC,WarningInfo,1.008066140833147e-195,0.629341474909707,0.5990777413074987,0.6578096001603697,1
McCC,Anti Pattern,0.0,0.5709231438698996,0.5493657315629237,0.5917210457009902,1
McCC,Complexity Metric Rules,0.0,0.6947020810852053,0.6804225464017574,0.7084542678850974,1
McCC,Coupling Metric Rules,9.649358909262449e-10,0.06605323245071694,0.044917584470810325,0.08712977356040706,1
McCC,Size Metric Rules,5.129062166662233e-121,0.482607868573892,0.44806351919133186,0.5157132412223424,1
McCC,HCPL,4.109401918425212e-168,0.6887400626142401,0.6559021179094752,0.7189760540625141,1
McCC,HDIF,0.0,0.6406053432037129,0.6180779764306191,0.6620814484557931,1
McCC,HEFF,3.529772319660379e-164,0.6061929164984337,0.5733039311413157,0.6371315573571753,1
McCC,HNDB,3.6105815845428046e-153,0.6790698576383394,0.6445241021420951,0.71084868583,1
McCC,HPL,5.452841946894908e-184,0.6961912744296284,0.6649360361534813,0.7250125210781716,1
McCC,HPV,1.4134326163887413e-241,0.7019046551688801,0.6748575855992371,0.7270684485035277,1
McCC,HTRP,3.529777036127383e-164,0.6061929167655657,0.5733039313438717,0.6371315576797039,1
McCC,HVOL,3.6116704706502927e-153,0.6790696125987495,0.6445238404947126,0.7108484573347846,1
NOI,NOS,3.455003974036543e-184,0.3265557135648077,0.30589792464615967,0.3469061632797579,1
NOI,NUMPAR,1.5244216527535605e-41,0.11981195886656042,0.10255231615481634,0.13699948174899287,1
NOI,TCLOC,2.162017466565548e-93,0.19328575152224087,0.1752063724245166,0.21123481664331156,1
NOI,TLLOC,2.7037330408208722e-173,0.29564753733247884,0.276104732776828,0.31494597831602,1
NOI,TLOC,4.927682752352381e-202,0.3089497566351295,0.2901622660794272,0.32749918817580753,1
NOI,TNOS,6.705921718063428e-214,0.3320348430958987,0.31261766176754197,0.35117464900139866,1
NOI,WarningInfo,1.0146801833918968e-102,0.2250729050087028,0.20518292011611908,0.24477705698892488,1
NOI,Anti Pattern,2.482134058261752e-127,0.2001136522312353,0.18416290542146638,0.21595902357789162,1
NOI,Complexity Metric Rules,1.0403357440406298e-117,0.20497555680806115,0.18798991885851105,0.22183862262291656,1
NOI,Coupling Metric Rules,2.0370626898894615e-17,0.1792233316059047,0.13846659783056073,0.21937403278678783,1
NOI,Size Metric Rules,4.864312711886936e-71,0.17496692687595206,0.1560570803744481,0.19374856675134172,1
NOI,HCPL,5.316984164180342e-70,0.19355366418216882,0.17255958836404559,0.21437196544015638,1
NOI,HDIF,2.7629164915109184e-101,0.1950119201826436,0.17752015073096378,0.21238051313726533,1
NOI,HEFF,2.3653539664218163e-51,0.15224107937019313,0.13269808384138895,0.1716657459972094,1
NOI,HNDB,4.908947669759112e-63,0.18036331490272722,0.15965316816915034,0.20091476534890473,1
NOI,HPL,1.0540566347979458e-72,0.18893353129000146,0.1688160084155882,0.20889370521773157,1
NOI,HPV,1.0400024387885721e-85,0.20519241009402117,0.18519248595186183,0.22502242216977858,1
NOI,HTRP,2.365353110257239e-51,0.1522410801476446,0.13269808455269438,0.17166574683937913,1
NOI,HVOL,4.909273820715468e-63,0.18036317743838334,0.15965304099886832,0.20091461787575127,1
NOS,NUMPAR,2.452014681709552e-65,0.2583031160428767,0.2297685671358357,0.28639397062155264,1
NOS,TCLOC,7.673266973270381e-125,0.4177557084484415,0.3870048018229165,0.44757839608423927,1
NOS,TLLOC,0.0,0.879596077239821,0.863944154843815,0.8935502282225917,1
NOS,TLOC,0.0,0.8608763559251376,0.8448664932994743,0.8753456300137248,1
NOS,TNOS,1.4281574276155982e-245,0.9962292841491246,0.9945603142793856,0.9973868621393799,1
NOS,WarningInfo,1.6598821947020323e-199,0.6518150114689929,0.6217292735821596,0.6799800726531959,1
NOS,Anti Pattern,4.506853057203838e-270,0.5302113197408375,0.5061053415916633,0.5534895469288305,1
NOS,Complexity Metric Rules,9.64877962269856e-304,0.5605738833522472,0.537284655420923,0.5830088832499534,1
NOS,Coupling Metric Rules,1.3231689092652975e-10,0.0662448215146669,0.046069917745618846,0.08636570579034154,1
NOS,Size Metric Rules,5.465565179394691e-159,0.5571657360495097,0.5247316098186565,0.5879845501069184,1
NOS,HCPL,9.587281406011996e-203,0.6364782677617733,0.6067135311985953,0.6644607825762145,1
NOS,HDIF,0.0,0.6034951321325299,0.5829028375805205,0.6233127099938431,1
NOS,HEFF,2.5151582643732373e-186,0.5423830304671692,0.5128758773835835,0.5706101098241168,1
NOS,HNDB,5.1842900217269815e-204,0.6334515972977465,0.603803298869464,0.6613497240673982,1
NOS,HPL,2.7566717598109735e-239,0.663176782456165,0.6357971225378557,0.6888895925745062,1
NOS,HPV,3.459611849861468e-275,0.6608845745290178,0.6354211934638038,0.6849121531429232,1
NOS,HTRP,2.515157655112768e-186,0.5423830308644063,0.5128758777790265,0.5706101102213512,1
NOS,HVOL,5.184217003637483e-204,0.6334514118591508,0.6038031151881151,0.6613495382011947,1
NUMPAR,TCLOC,7.097063782343939e-70,0.27859590079643837,0.2490679613087265,0.3076063755207846,1
NUMPAR,TLLOC,3.3799563776258868e-56,0.3639500255489691,0.32219991815047266,0.40428712591030697,1
NUMPAR,TLOC,1.8322260791568821e-68,0.38123806420667533,0.3421304297535543,0.4190272500515454,1
NUMPAR,TNOS,2.7163028063443317e-64,0.2517255491093551,0.2236279305621316,0.2794051291687839,1
NUMPAR,WarningInfo,5.8058605731044224e-120,0.4855107309401993,0.45067766237378915,0.5188675717668262,1
NUMPAR,Anti Pattern,1.8752479199692878e-141,0.54247040345112,0.5084332976431823,0.574815024732467,1
NUMPAR,Complexity Metric Rules,8.505037153862453e-59,0.15925003028611923,0.14021620751094063,0.1781661942021702,1
NUMPAR,Coupling Metric Rules,7.338842125095494e-6,0.018138534083792006,0.010210237504659624,0.026064550268697695,1
NUMPAR,Size Metric Rules,6.584852435836694e-121,0.5266508299004213,0.49027291428329767,0.5611969839334235,1
NUMPAR,HCPL,8.017357837285361e-60,0.19592330369903888,0.17288703681472187,0.2187453398487047,1
NUMPAR,HDIF,7.088514118489726e-84,0.21892485660956432,0.19742334381403992,0.24021583649882236,1
NUMPAR,HEFF,6.115818801445204e-50,0.1462712940410291,0.12720161406877956,0.16523288044036014,1
NUMPAR,HNDB,5.282552006353266e-55,0.1868450414640402,0.16385272325203964,0.2096344697749399,1
NUMPAR,HPL,2.3284477898489844e-64,0.20323983543223909,0.18026929656913576,0.22598881391635875,1
NUMPAR,HPV,3.0893481182391464e-72,0.21987948819761166,0.1965635262974451,0.24294691452017067,1
NUMPAR,HTRP,6.115814326996463e-50,0.1462712943298052,0.12720161438387406,0.16523288070289374,1
NUMPAR,HVOL,5.282183598725721e-55,0.18684510633164866,0.1638527870264313,0.20963453564168918,1
TCLOC,TLLOC,1.743017218802383e-140,0.4241556982566267,0.3948909399473238,0.4525605904353137,1
TCLOC,TLOC,1.9635012581337754e-244,0.6493538816992989,0.6222914068826918,0.6748659629643665,1
TCLOC,TNOS,1.950079617060178e-125,0.42381466074135665,0.392809483907805,0.4538574182981661,1
TCLOC,WarningInfo,4.5590092625614455e-100,0.3879997586057896,0.35543554674563904,0.419623228412046,1
TCLOC,Anti Pattern,2.8670269980800745e-145,0.3174197401059889,0.2946653748850174,0.3398143605745981,1
TCLOC,Complexity Metric Rules,3.6716784343749955e-111,0.26953668496890465,0.24697249352091308,0.2918087409413864,1
TCLOC,Coupling Metric Rules,1.1834845865860625e-8,0.03844143385902572,0.02523513903379702,0.051634313630479794,1
TCLOC,Size Metric Rules,2.3546198201159318e-77,0.3587428537684044,0.32382624219068895,0.39268358395552566,1
TCLOC,HCPL,1.8100393262090017e-88,0.30391467696770347,0.2756617056192034,0.3316430124847829,1
TCLOC,HDIF,3.1319014711613575e-108,0.29320307985510013,0.2685294898042781,0.3174921835101188,1
TCLOC,HEFF,6.81914988660314e-70,0.25655662638419785,0.22917215703686364,0.2835352993358459,1
TCLOC,HNDB,8.7265454303005e-81,0.29599295700463985,0.2670689382365029,0.3243841635108026,1
TCLOC,HPL,3.4591042339112145e-87,0.306356347679138,0.27768856899220806,0.33447898530313414,1
TCLOC,HPV,4.898954867278735e-97,0.3150062392172672,0.28720676697073877,0.3422755053587899,1
TCLOC,HTRP,6.819153205531781e-70,0.25655662690148057,0.22917215746049094,0.2835352999431094,1
TCLOC,HVOL,8.733303538343429e-81,0.29599248015561813,0.2670684406868048,0.32438370761119295,1
TLLOC,TLOC,0.0,0.968353564683493,0.9629505558897776,0.9729794859265715,1
TLLOC,TNOS,0.0,0.8972388603773447,0.8827534101083067,0.9100202078524753,1
TLLOC,WarningInfo,0.0,0.7433673198774905,0.7212901709887476,0.7639355284759847,1
TLLOC,Anti Pattern,4.228606001742054e-292,0.5938506440102096,0.5695879795138735,0.6170792719632999,1
TLLOC,Complexity Metric Rules,3.2713610149951493e-200,0.4996217418818469,0.4724132679581351,0.5258788611958681,1
TLLOC,Coupling Metric Rules,1.1793966017707536e-9,0.05817306668829971,0.03945363987258921,0.07685167461330167,1
TLLOC,Size Metric Rules,5.766191579140722e-290,0.6893932701588329,0.6647027092657516,0.7125795875421115,1
TLLOC,HCPL,2.917041854214973e-210,0.5975092696118942,0.5687067358401879,0.6248483145706838,1
TLLOC,HDIF,1.3610314649172142e-276,0.5364630528350003,0.5125107904423362,0.5595811316874939,1
TLLOC,HEFF,1.2527761105459248e-187,0.5080866231358303,0.4796797042477073,0.535429588683005,1
TLLOC,HNDB,1.9872914424938113e-212,0.5918029768191636,0.5632378187495478,0.6189552993500939,1
TLLOC,HPL,1.0172213937174996e-225,0.6120206650253466,0.5840768530763571,0.6385154928266235,1
TLLOC,HPV,7.798347314926234e-232,0.6098720772825256,0.5823358928739885,0.6360104378346442,1
TLLOC,HTRP,1.252771766316053e-187,0.5080866238619222,0.4796797050681185,0.5354295893192283,1
TLLOC,HVOL,1.986940181918107e-212,0.5918028367266515,0.5632376861609699,0.6189551531381957,1
TLOC,TNOS,0.0,0.877680750753607,0.8627322689417785,0.8910965137998965,1
TLOC,WarningInfo,0.0,0.7379265883739781,0.7154304060400669,0.7588943278731187,1
TLOC,Anti Pattern,0.0,0.5866458249565486,0.56403182959247,0.6083805252999231,1
TLOC,Complexity Metric Rules,5.89477838244946e-213,0.4952993785822126,0.46907484711780323,0.5206512335764535,1
TLOC,Coupling Metric Rules,1.931850159909952e-10,0.06108814921841899,0.042309729595777675,0.07982342390964502,1
TLOC,Size Metric Rules,1.83587176747439e-266,0.6840653888109819,0.6582339743129695,0.708287869203511,1
TLOC,HCPL,6.3075156646522905e-214,0.5853018932335697,0.5569443880293671,0.6122963583149247,1
TLOC,HDIF,2.00111701971063e-266,0.5326006168714622,0.5082710307579295,0.5560807302569486,1
TLOC,HEFF,6.953879930804686e-190,0.49643146489224793,0.4685775636630125,0.523299329464917,1
TLOC,HNDB,8.140126286898521e-212,0.577452239885043,0.5490859137493969,0.6044896946629851,1
TLOC,HPL,4.052310881677053e-225,0.5978390922759156,0.5700319796177161,0.6242782106690196,1
TLOC,HPV,1.195883860035151e-231,0.5996282646781493,0.5722053767832807,0.6257117579394532,1
TLOC,HTRP,6.953856320514426e-190,0.4964314656060008,0.46857756446418597,0.5232993300950672,1
TLOC,HVOL,8.142847374650678e-212,0.5774520088412973,0.5490856768605381,0.6044894699433693,1
TNOS,WarningInfo,2.5526563451567014e-209,0.6637822385971537,0.6344265112596056,0.6912260213316582,1
TNOS,Anti Pattern,2.152935204765257e-249,0.53181350227687,0.5066638306712662,0.5560588473653945,1
TNOS,Complexity Metric Rules,3.919985254894077e-270,0.5659887499053583,0.5411569393682404,0.5898343604338749,1
TNOS,Coupling Metric Rules,6.873746005295533e-10,0.067282568615808,0.04594308435550309,0.08856067386026698,1
TNOS,Size Metric Rules,1.1375394007026315e-155,0.5638128934432906,0.5308526611534445,0.5950700010726268,1
TNOS,HCPL,7.2451892450868295e-202,0.6541586844606583,0.6242512206927788,0.6821515155297032,1
TNOS,HDIF,0.0,0.6072772958235098,0.5873567278544354,0.6264624900191955,1
TNOS,HEFF,8.206880521318896e-176,0.5634415263026465,0.5325065853902318,0.5928732564875565,1
TNOS,HNDB,7.205610892695274e-199,0.6490804557932506,0.6189529055768496,0.6773007685481746,1
TNOS,HPL,2.3308559131724975e-241,0.6749760109043329,0.6477399281134959,0.7004890318812688,1
TNOS,HPV,3.0899948223097226e-282,0.6735826504323987,0.6484695303930244,0.6972312146167662,1
TNOS,HTRP,8.206882060438065e-176,0.5634415266854083,0.5325065857567245,0.5928732568831692,1
TNOS,HVOL,7.207115564625688e-199,0.649080203944808,0.6189526474279149,0.6773005239302408,1
WarningInfo,Anti Pattern,0.0,0.7665539313952304,0.7527197728525606,0.7797114079756167,1
WarningInfo,Complexity Metric Rules,0.0,0.6277433140074541,0.6048318941580227,0.6496163801112708,1
WarningInfo,Coupling Metric Rules,2.3868546290507413e-14,0.09000646564793455,0.06696060808762744,0.11295633686443204,1
WarningInfo,Size Metric Rules,0.0,0.9567947229523034,0.948668856180067,0.9636582315816566,1
WarningInfo,HCPL,1.4618195395297105e-146,0.5120104562380333,0.47959838797130966,0.5430272884189022,1
WarningInfo,HDIF,1.1223314081846906e-162,0.4082789923940212,0.38189898420576796,0.4339942672782183,1
WarningInfo,HEFF,4.166344879797451e-151,0.4913517256215304,0.46021158426667796,0.5212843581379895,1
WarningInfo,HNDB,2.4203554042101123e-145,0.5165695301881894,0.4838549986070628,0.5478423762103616,1
WarningInfo,HPL,1.6761182600840373e-155,0.5045367541014838,0.4733661832727141,0.5344453538684146,1
WarningInfo,HPV,3.620130959242519e-155,0.4796975598934679,0.44943660487818954,0.5088588556572428,1
WarningInfo,HTRP,4.166348204278877e-151,0.4913517263658689,0.46021158494531383,0.5212843589401566,1
WarningInfo,HVOL,2.4191019666875576e-145,0.5165695971040302,0.48385508940663435,0.547842420992658,1
Anti Pattern,Complexity Metric Rules,5.259419732345047e-247,0.6694548942457053,0.6425307106465598,0.694728073140567,1
Anti Pattern,Coupling Metric Rules,4.624328748869834e-12,0.03961198391347468,0.028394411630970593,0.05081958034526679,1
Anti Pattern,Size Metric Rules,0.0,0.6676544476227796,0.6453868313408719,0.688788261405103,1
Anti Pattern,HCPL,1.310389264225744e-156,0.4310042361791851,0.4030043251074791,0.4581980483528243,1
Anti Pattern,HDIF,7.6900362658731865e-168,0.4152483551532992,0.38895520700876385,0.44086556323171716,1
Anti Pattern,HEFF,2.9344892035048387e-158,0.3668694967203131,0.3422713603153095,0.3909651038249745,1
Anti Pattern,HNDB,5.354782994846685e-153,0.42008211000155793,0.3922717224283556,0.4471252279194387,1
Anti Pattern,HPL,4.999990304284474e-166,0.43014030121920915,0.40300684114372226,0.4565182520644515,1
Anti Pattern,HPV,1.2679910015332136e-164,0.4326253637794958,0.40525993079758044,0.4592162033581841,1
Anti Pattern,HTRP,2.9344922915984622e-158,0.36686949752918996,0.3422713610438137,0.3909651047095507,1
Anti Pattern,HVOL,5.356096016936723e-153,0.4200819330343383,0.3922715441923588,0.44712505260096336,1
Complexity Metric Rules,Coupling Metric Rules,2.9386936863038346e-11,0.047038892557064116,0.03318654980691241,0.06087316653284188,1
Complexity Metric Rules,Size Metric Rules,1.0815831273456221e-112,0.35822084767020274,0.32950881798284215,0.38627093083809383,1
Complexity Metric Rules,HCPL,1.1720736502905403e-176,0.5100673966930118,0.48069998162644356,0.5382918893364491,1
Complexity Metric Rules,HDIF,1.5277305783265312e-221,0.45674691597720096,0.4323388057742953,0.4804861882884702,1
Complexity Metric Rules,HEFF,1.8005157441696415e-176,0.46003457048291574,0.4324756894787278,0.48673470226915283,1
Complexity Metric Rules,HNDB,2.5148262190900878e-167,0.4991384468455234,0.46931379438290227,0.5278255917281939,1
Complexity Metric Rules,HPL,1.0940908211315156e-192,0.4960277888789709,0.4683964077498017,0.5226898093211456,1
Complexity Metric Rules,HPV,1.2304076165790616e-204,0.4919447663609474,0.465287020591422,0.5177109409286275,1
Complexity Metric Rules,HTRP,1.800522201140666e-176,0.46003457060387903,0.4324756894699051,0.4867347025116035,1
Complexity Metric Rules,HVOL,2.5147524743737355e-167,0.4991383923063287,0.4693137429426799,0.527825534520794,1
Coupling Metric Rules,Size Metric Rules,2.512407890402879e-10,0.06257653219740655,0.04321888826179937,0.0818872088502472,1
Coupling Metric Rules,HCPL,3.5467902800306524e-6,0.054967013905359116,0.031751488305191644,0.0781232615797728,1
Coupling Metric Rules,HDIF,7.587599720543646e-10,0.03132948257959796,0.02135412037013958,0.04129860750654163,1
Coupling Metric Rules,HEFF,0.0001124800171488027,0.0557495975233534,0.027477993178652994,0.08393208633146032,1
Coupling Metric Rules,HNDB,0.000010931068404939793,0.052795834545860995,0.02928567594074257,0.07624761192382142,1
Coupling Metric Rules,HPL,1.3380852112784053e-6,0.04703360465545033,0.02797703984587578,0.0660559943689496,1
Coupling Metric Rules,HPV,1.4284023028235202e-7,0.0460965962498858,0.02893775021090129,0.06322828346986296,1
Coupling Metric Rules,HTRP,0.00011248001056709065,0.055749597172356447,0.02747799311011574,0.08393208570034434,1
Coupling Metric Rules,HVOL,0.000010931960945346117,0.05279563721594744,0.029285471500977055,0.0762474218873739,1
Size Metric Rules,HCPL,7.358666557002479e-117,0.4094402337732051,0.37810176510620613,0.4398414036450077,1
Size Metric Rules,HDIF,2.9404087334787914e-102,0.30897397309882374,0.28236748346170965,0.3351054792634922,1
Size Metric Rules,HEFF,8.920190362182008e-114,0.4096660218875455,0.3778787298406954,0.44048866489542704,1
Size Metric Rules,HNDB,5.568999749349897e-117,0.4197959417631002,0.38787997818707937,0.4507064211626955,1
Size Metric Rules,HPL,2.4394206071253312e-119,0.40555137681317155,0.3747752198689862,0.4354347249462672,1
Size Metric Rules,HPV,4.064928265826293e-114,0.37746120441274605,0.3476921337604842,0.4064700328420694,1
Size Metric Rules,HTRP,8.920186615971567e-114,0.4096660227053917,0.3778787306366156,0.4404886657312681,1
